Year,Age Group,Sex,"Death Rate Per 100,000"
2010,15-19 years,Female,21.00
2010,15-19 years,Both,41.50
2010,20-24 years,Male,98.60
2010,20-24 years,Female,26.50
2010,20-24 years,Both,63.20
2010,25-29 years,Male,92.70
2010,25-29 years,Female,26.90
2010,25-29 years,Both,60.40
2010,30-34 years,Male,104.20
2010,30-34 years,Female,36.60
2010,30-34 years,Both,70.90
2010,35-39 years,Male,148.00
2010,35-39 years,Female,63.30
2010,35-39 years,Both,105.90
2010,40-44 years,Male,250.20
2010,40-44 years,Female,101.10
2010,40-44 years,Both,175.40
2010,45-49 years,Male,449.80
2010,45-49 years,Female,189.40
2010,45-49 years,Both,318.50
2010,50-54 years,Male,791.80
2010,50-54 years,Female,318.90
2010,50-54 years,Both,551.50
2010,55-59 years,Male,1156.70
2010,55-59 years,Female,478.50
2010,55-59 years,Both,812.20
2010,60-64 years,Male,1731.40
2010,60-64 years,Female,717.20
2010,60-64 years,Both,1195.10
2010,65-69 years,Male,2912.30
2010,65-69 years,Female,1315.00
2010,65-69 years,Both,2016.90
2010,70-74 years,Male,4387.90
2010,70-74 years,Female,2242.30
2010,70-74 years,Both,3130.00
2010,75-79 years,Male,7298.10
2010,75-79 years,Female,4640.00
2010,75-79 years,Both,5634.00
2010,80+ years,Male,13797.90
2010,80+ years,Female,12035.40
2010,80+ years,Both,12552.60
2010,All ages,Male,1193.30
2010,All ages,Female,1170.90
2010,All ages,Both,1181.70
1970,0-6 days,Male,193231.60
1970,0-6 days,Female,145416.10
1970,0-6 days,Both,169916.90
1970,7-27 days,Male,54666.20
1970,7-27 days,Female,43381.70
1970,7-27 days,Both,49139.60
1970,28-364 days,Male,10273.80
1970,28-364 days,Female,7970.50
1970,28-364 days,Both,9141.50
1970,1-4 years,Male,2791.70
1970,1-4 years,Female,2084.30
1970,1-4 years,Both,2441.10
1970,5-9 years,Male,271.70
1970,5-9 years,Female,189.20
1970,5-9 years,Both,230.60
1970,10-14 years,Male,178.60
1970,10-14 years,Female,195.90
1970,10-14 years,Both,187.30
1970,15-19 years,Male,250.50
1970,15-19 years,Female,275.00
1970,15-19 years,Both,262.80
1970,20-24 years,Male,356.30
1970,20-24 years,Female,422.00
1970,20-24 years,Both,389.90
1970,25-29 years,Male,397.20
1970,25-29 years,Female,558.10
1970,25-29 years,Both,479.80
1970,30-34 years,Male,475.10
1970,30-34 years,Female,665.90
1970,30-34 years,Both,573.50
1970,35-39 years,Male,638.20
1970,35-39 years,Female,999.50
1970,35-39 years,Both,824.70
1970,40-44 years,Male,888.80
1970,40-44 years,Female,1080.70
1970,40-44 years,Both,988.00
1970,45-49 years,Male,1310.80
1970,45-49 years,Female,1344.50
1970,45-49 years,Both,1328.20
1970,50-54 years,Male,1979.90
1970,50-54 years,Female,1903.30
1970,50-54 years,Both,1939.80
1970,55-59 years,Male,2813.90
1970,55-59 years,Female,2583.90
1970,55-59 years,Both,2693.70
1970,60-64 years,Male,4150.40
1970,60-64 years,Female,4251.00
1970,60-64 years,Both,4203.40
1970,65-69 years,Male,5774.40
1970,65-69 years,Female,6300.60
1970,65-69 years,Both,6050.70
1970,70-74 years,Male,8360.50
1970,70-74 years,Female,9843.70
1970,70-74 years,Both,9146.80
1970,75-79 years,Male,11805.50
1970,75-79 years,Female,14109.10
1970,75-79 years,Both,13065.40
1970,80+ years,Male,18473.80
1970,80+ years,Female,21239.10
1970,80+ years,Both,20073.00
1970,All ages,Male,1790.70
1970,All ages,Female,1672.30
1970,All ages,Both,1730.60
1980,0-6 days,Male,182700.40
1980,0-6 days,Female,138621.70
1980,0-6 days,Both,161168.00
1980,7-27 days,Male,50413.90
1980,7-27 days,Female,40129.60
1980,7-27 days,Both,45378.00
1980,28-364 days,Male,9585.60
1980,28-364 days,Female,7447.30
1980,28-364 days,Both,8534.90
1980,1-4 years,Male,2578.60
1980,1-4 years,Female,1923.00
1980,1-4 years,Both,2254.30
1980,5-9 years,Male,253.70
1980,5-9 years,Female,177.30
1980,5-9 years,Both,215.90
1980,10-14 years,Male,167.80
1980,10-14 years,Female,178.80
1980,10-14 years,Both,173.20
1980,15-19 years,Male,236.00
1980,15-19 years,Female,253.80
1980,15-19 years,Both,244.90
1980,20-24 years,Male,335.50
1980,20-24 years,Female,386.90
1980,20-24 years,Both,361.60
1980,25-29 years,Male,373.90
1980,25-29 years,Female,508.90
1980,25-29 years,Both,443.80
1980,30-34 years,Male,445.20
1980,30-34 years,Female,609.20
1980,30-34 years,Both,531.40
1980,35-39 years,Male,592.10
1980,35-39 years,Female,905.80
1980,35-39 years,Both,754.90
1980,40-44 years,Male,824.50
1980,40-44 years,Female,995.30
1980,40-44 years,Both,914.20
1980,45-49 years,Male,1216.40
1980,45-49 years,Female,1251.50
1980,45-49 years,Both,1234.80
1980,50-54 years,Male,1841.40
1980,50-54 years,Female,1780.40
1980,50-54 years,Both,1809.40
1980,55-59 years,Male,2634.80
1980,55-59 years,Female,2429.10
1980,55-59 years,Both,2527.30
1980,60-64 years,Male,3899.70
1980,60-64 years,Female,3967.70
1980,60-64 years,Both,3935.50
1980,65-69 years,Male,5471.10
1980,65-69 years,Female,5915.20
1980,65-69 years,Both,5704.50
1980,70-74 years,Male,7964.30
1980,70-74 years,Female,9292.00
1980,70-74 years,Both,8675.20
1980,75-79 years,Male,11317.90
1980,75-79 years,Female,13439.60
1980,75-79 years,Both,12467.60
1980,80+ years,Male,17647.20
1980,80+ years,Female,20237.80
1980,80+ years,Both,19100.30
1980,All ages,Male,1733.90
1980,All ages,Female,1616.80
1980,All ages,Both,1674.40
1990,0-6 days,Male,148788.70
1990,0-6 days,Female,115424.40
1990,0-6 days,Both,132467.20
1990,7-27 days,Male,35578.40
1990,7-27 days,Female,28225.50
1990,7-27 days,Both,31978.70
1990,28-364 days,Male,7061.70
1990,28-364 days,Female,5579.10
1990,28-364 days,Both,6334.50
1990,1-4 years,Male,1616.70
1990,1-4 years,Female,1184.30
1990,1-4 years,Both,1403.60
1990,5-9 years,Male,192.10
1990,5-9 years,Female,137.00
1990,5-9 years,Both,164.90
1990,10-14 years,Male,134.40
1990,10-14 years,Female,143.90
1990,10-14 years,Both,139.10
1990,15-19 years,Male,217.20
1990,15-19 years,Female,224.10
1990,15-19 years,Both,220.70
1990,20-24 years,Male,332.60
1990,20-24 years,Female,355.80
1990,20-24 years,Both,344.40
1990,25-29 years,Male,414.70
1990,25-29 years,Female,477.70
1990,25-29 years,Both,447.00
1990,30-34 years,Male,509.40
1990,30-34 years,Female,573.10
1990,30-34 years,Both,542.10
1990,35-39 years,Male,646.10
1990,35-39 years,Female,823.20
1990,35-39 years,Both,738.00
1990,40-44 years,Male,830.40
1990,40-44 years,Female,908.70
1990,40-44 years,Both,871.60
1990,45-49 years,Male,1164.80
1990,45-49 years,Female,1141.60
1990,45-49 years,Both,1152.80
1990,50-54 years,Male,1697.20
1990,50-54 years,Female,1589.70
1990,50-54 years,Both,1640.70
1990,55-59 years,Male,2394.20
1990,55-59 years,Female,2192.70
1990,55-59 years,Both,2287.70
1990,60-64 years,Male,3516.20
1990,60-64 years,Female,3511.20
1990,60-64 years,Both,3513.50
1990,65-69 years,Male,4998.00
1990,65-69 years,Female,5345.80
1990,65-69 years,Both,5182.50
1990,70-74 years,Male,7348.20
1990,70-74 years,Female,8384.70
1990,70-74 years,Both,7908.20
1990,75-79 years,Male,10568.50
1990,75-79 years,Female,12329.40
1990,75-79 years,Both,11531.50
1990,80+ years,Male,16947.10
1990,80+ years,Female,19196.60
1990,80+ years,Both,18224.80
1990,All ages,Male,1360.10
1990,All ages,Female,1298.70
1990,All ages,Both,1329.00
2000,0-6 days,Male,123995.70
2000,0-6 days,Female,97566.70
2000,0-6 days,Both,111067.20
2000,7-27 days,Male,23183.80
2000,7-27 days,Female,18300.60
2000,7-27 days,Both,20795.60
2000,28-364 days,Male,4698.50
2000,28-364 days,Female,3740.50
2000,28-364 days,Both,4229.20
2000,1-4 years,Male,882.80
2000,1-4 years,Female,636.50
2000,1-4 years,Both,761.70
2000,5-9 years,Male,137.20
2000,5-9 years,Female,99.50
2000,5-9 years,Both,118.70
2000,10-14 years,Male,102.40
2000,10-14 years,Female,109.40
2000,10-14 years,Both,105.80
2000,15-19 years,Male,195.50
2000,15-19 years,Female,202.90
2000,15-19 years,Both,199.20
2000,20-24 years,Male,326.00
2000,20-24 years,Female,366.60
2000,20-24 years,Both,346.70
2000,25-29 years,Male,454.70
2000,25-29 years,Female,519.70
2000,25-29 years,Both,488.20
2000,30-34 years,Male,573.40
2000,30-34 years,Female,615.40
2000,30-34 years,Both,594.90
2000,35-39 years,Male,694.60
2000,35-39 years,Female,796.70
2000,35-39 years,Both,747.10
2000,40-44 years,Male,822.70
2000,40-44 years,Female,859.90
2000,40-44 years,Both,841.70
2000,45-49 years,Male,1087.10
2000,45-49 years,Female,1054.20
2000,45-49 years,Both,1070.10
2000,50-54 years,Male,1505.60
2000,50-54 years,Female,1373.70
2000,50-54 years,Both,1436.40
2000,55-59 years,Male,2079.60
2000,55-59 years,Female,1925.10
2000,55-59 years,Both,1999.40
2000,60-64 years,Male,3030.70
2000,60-64 years,Female,2995.20
2000,60-64 years,Both,3011.80
2000,65-69 years,Male,4383.00
2000,65-69 years,Female,4743.20
2000,65-69 years,Both,4577.10
2000,70-74 years,Male,6524.00
2000,70-74 years,Female,7298.20
2000,70-74 years,Both,6946.10
2000,75-79 years,Male,9533.50
2000,75-79 years,Female,10959.00
2000,75-79 years,Both,10323.60
2000,80+ years,Male,15926.40
2000,80+ years,Female,17971.40
2000,80+ years,Both,17105.20
2000,All ages,Male,1029.60
2000,All ages,Female,1050.00
2000,All ages,Both,1039.90
2010,0-6 days,Male,136630.20
2010,0-6 days,Female,106758.40
2010,0-6 days,Both,122019.00
2010,7-27 days,Male,29570.70
2010,7-27 days,Female,23136.30
2010,7-27 days,Both,26423.40
2010,28-364 days,Male,5918.90
2010,28-364 days,Female,4713.90
2010,28-364 days,Both,5328.50
2010,1-4 years,Male,1239.00
2010,1-4 years,Female,894.10
2010,1-4 years,Both,1069.70
2010,5-9 years,Male,299.40
2010,5-9 years,Female,205.60
2010,5-9 years,Both,253.30
2010,10-14 years,Male,2041.00
2010,10-14 years,Female,828.30
2010,10-14 years,Both,1441.70
2010,15-19 years,Male,2570.80
2010,15-19 years,Female,1124.90
2010,15-19 years,Both,1851.00
2010,20-24 years,Male,2983.90
2010,20-24 years,Female,1389.30
2010,20-24 years,Both,2177.70
2010,25-29 years,Male,3150.90
2010,25-29 years,Female,1604.30
2010,25-29 years,Both,2366.70
2010,30-34 years,Male,3357.90
2010,30-34 years,Female,1797.90
2010,30-34 years,Both,2560.60
2010,35-39 years,Male,3708.70
2010,35-39 years,Female,2252.70
2010,35-39 years,Both,2961.90
2010,40-44 years,Male,4123.80
2010,40-44 years,Female,2463.00
2010,40-44 years,Both,3281.90
2010,45-49 years,Male,4711.50
2010,45-49 years,Female,2854.70
2010,45-49 years,Both,3761.10
2010,50-54 years,Male,5469.50
2010,50-54 years,Female,3469.80
2010,50-54 years,Both,4448.30
2010,55-59 years,Male,6285.20
2010,55-59 years,Female,4174.90
2010,55-59 years,Both,5191.70
2010,60-64 years,Male,7311.60
2010,60-64 years,Female,5338.40
2010,60-64 years,Both,6262.10
2010,65-69 years,Male,8428.30
2010,65-69 years,Female,6789.90
2010,65-69 years,Both,7557.80
2010,70-74 years,Male,9847.20
2010,70-74 years,Female,8830.50
2010,70-74 years,Both,9288.20
2010,75-79 years,Male,11504.60
2010,75-79 years,Female,11264.20
2010,75-79 years,Both,11369.10
2010,80+ years,Male,16154.00
2010,80+ years,Female,17490.50
2010,80+ years,Both,16933.80
2010,All ages,Male,3256.50
2010,All ages,Female,2108.40
2010,All ages,Both,2677.70
1970,0-6 days,Male,118125.60
1970,0-6 days,Female,88010.20
1970,0-6 days,Both,103488.70
1970,7-27 days,Male,9218.30
1970,7-27 days,Female,7743.20
1970,7-27 days,Both,8500.10
1970,28-364 days,Male,1224.90
1970,28-364 days,Female,996.10
1970,28-364 days,Both,1113.40
1970,1-4 years,Male,122.50
1970,1-4 years,Female,99.90
1970,1-4 years,Both,111.50
1970,5-9 years,Male,48.80
1970,5-9 years,Female,31.80
1970,5-9 years,Both,40.50
1970,10-14 years,Male,45.30
1970,10-14 years,Female,27.10
1970,10-14 years,Both,36.40
1970,15-19 years,Male,107.10
1970,15-19 years,Female,43.50
1970,15-19 years,Both,76.10
1970,20-24 years,Male,154.80
1970,20-24 years,Female,53.10
1970,20-24 years,Both,104.70
1970,25-29 years,Male,163.90
1970,25-29 years,Female,70.70
1970,25-29 years,Both,117.50
1970,30-34 years,Male,208.30
1970,30-34 years,Female,91.80
1970,30-34 years,Both,148.50
1970,35-39 years,Male,281.70
1970,35-39 years,Female,149.60
1970,35-39 years,Both,214.30
1970,40-44 years,Male,435.90
1970,40-44 years,Female,233.80
1970,40-44 years,Both,332.10
1970,45-49 years,Male,642.60
1970,45-49 years,Female,365.00
1970,45-49 years,Both,496.70
1970,50-54 years,Male,953.80
1970,50-54 years,Female,565.60
1970,50-54 years,Both,746.70
1970,55-59 years,Male,1509.40
1970,55-59 years,Female,855.20
1970,55-59 years,Both,1158.50
1970,60-64 years,Male,2530.60
1970,60-64 years,Female,1419.70
1970,60-64 years,Both,1928.70
1970,65-69 years,Male,4194.80
1970,65-69 years,Female,2464.00
1970,65-69 years,Both,3240.10
1970,70-74 years,Male,6673.60
1970,70-74 years,Female,4437.80
1970,70-74 years,Both,5369.80
1970,75-79 years,Male,10335.90
1970,75-79 years,Female,7861.50
1970,75-79 years,Both,8802.90
1970,80+ years,Male,18592.90
1970,80+ years,Female,15930.70
1970,80+ years,Both,16889.40
1970,All ages,Male,1232.00
1970,All ages,Female,1068.30
1970,All ages,Both,1147.60
1980,0-6 days,Male,83398.90
1980,0-6 days,Female,62596.70
1980,0-6 days,Both,73290.70
1980,7-27 days,Male,5134.60
1980,7-27 days,Female,4370.50
1980,7-27 days,Both,4762.80
1980,28-364 days,Male,611.00
1980,28-364 days,Female,506.70
1980,28-364 days,Both,560.20
1980,1-4 years,Male,74.30
1980,1-4 years,Female,59.10
1980,1-4 years,Both,66.90
1980,5-9 years,Male,39.20
1980,5-9 years,Female,23.60
1980,5-9 years,Both,31.60
1980,10-14 years,Male,43.00
1980,10-14 years,Female,24.70
1980,10-14 years,Both,34.10
1980,15-19 years,Male,106.90
1980,15-19 years,Female,43.60
1980,15-19 years,Both,76.20
1980,20-24 years,Male,150.10
1980,20-24 years,Female,53.20
1980,20-24 years,Both,102.60
1980,25-29 years,Male,176.90
1980,25-29 years,Female,69.90
1980,25-29 years,Both,124.10
1980,30-34 years,Male,242.20
1980,30-34 years,Female,108.70
1980,30-34 years,Both,176.10
1980,35-39 years,Male,388.50
1980,35-39 years,Female,172.10
1980,35-39 years,Both,280.00
1980,40-44 years,Male,604.90
1980,40-44 years,Female,275.50
1980,40-44 years,Both,434.00
1980,45-49 years,Male,912.00
1980,45-49 years,Female,430.50
1980,45-49 years,Both,662.80
1980,50-54 years,Male,1417.50
1980,50-54 years,Female,649.10
1980,50-54 years,Both,1015.20
1980,55-59 years,Male,2056.90
1980,55-59 years,Female,968.40
1980,55-59 years,Both,1468.30
1980,60-64 years,Male,2971.50
1980,60-64 years,Female,1509.20
1980,60-64 years,Both,2161.70
1980,65-69 years,Male,4528.50
1980,65-69 years,Female,2464.10
1980,65-69 years,Both,3359.30
1980,70-74 years,Male,7188.00
1980,70-74 years,Female,4282.10
1980,70-74 years,Both,5486.00
1980,75-79 years,Male,11200.50
1980,75-79 years,Female,7429.60
1980,75-79 years,Both,8886.10
1980,80+ years,Male,19247.00
1980,80+ years,Female,15558.00
1980,80+ years,Both,16777.10
1980,All ages,Male,1472.70
1980,All ages,Female,1228.30
1980,All ages,Both,1346.70
1990,0-6 days,Male,56305.90
1990,0-6 days,Female,42911.10
1990,0-6 days,Both,49777.80
1990,7-27 days,Male,4142.40
1990,7-27 days,Female,3402.60
1990,7-27 days,Both,3783.30
1990,28-364 days,Male,426.70
1990,28-364 days,Female,350.20
1990,28-364 days,Both,389.50
1990,1-4 years,Male,54.10
1990,1-4 years,Female,42.30
1990,1-4 years,Both,48.40
1990,5-9 years,Male,30.40
1990,5-9 years,Female,23.20
1990,5-9 years,Both,26.90
1990,10-14 years,Male,32.80
1990,10-14 years,Female,19.80
1990,10-14 years,Both,26.40
1990,15-19 years,Male,99.70
1990,15-19 years,Female,39.30
1990,15-19 years,Both,70.30
1990,20-24 years,Male,145.80
1990,20-24 years,Female,52.60
1990,20-24 years,Both,100.30
1990,25-29 years,Male,197.50
1990,25-29 years,Female,67.10
1990,25-29 years,Both,133.10
1990,30-34 years,Male,310.80
1990,30-34 years,Female,120.90
1990,30-34 years,Both,216.30
1990,35-39 years,Male,478.00
1990,35-39 years,Female,195.40
1990,35-39 years,Both,336.40
1990,40-44 years,Male,723.90
1990,40-44 years,Female,296.20
1990,40-44 years,Both,508.40
1990,45-49 years,Male,1145.50
1990,45-49 years,Female,440.90
1990,45-49 years,Both,783.70
1990,50-54 years,Male,1705.00
1990,50-54 years,Female,651.50
1990,50-54 years,Both,1141.20
1990,55-59 years,Male,2406.20
1990,55-59 years,Female,973.80
1990,55-59 years,Both,1632.30
1990,60-64 years,Male,3476.20
1990,60-64 years,Female,1460.70
1990,60-64 years,Both,2354.80
1990,65-69 years,Male,4745.70
1990,65-69 years,Female,2337.00
1990,65-69 years,Both,3344.20
1990,70-74 years,Male,6576.90
1990,70-74 years,Female,3821.20
1990,70-74 years,Both,4912.80
1990,75-79 years,Male,10133.40
1990,75-79 years,Female,6586.00
1990,75-79 years,Both,7893.40
1990,80+ years,Male,18142.10
1990,80+ years,Female,14542.30
1990,80+ years,Both,15679.50
1990,All ages,Male,1556.40
1990,All ages,Female,1269.40
1990,All ages,Both,1407.20
2000,0-6 days,Male,27735.10
2000,0-6 days,Female,22189.50
2000,0-6 days,Both,25028.50
2000,7-27 days,Male,2768.30
2000,7-27 days,Female,2365.00
2000,7-27 days,Both,2572.90
2000,28-364 days,Male,321.30
2000,28-364 days,Female,256.50
2000,28-364 days,Both,289.80
2000,1-4 years,Male,32.50
2000,1-4 years,Female,25.60
2000,1-4 years,Both,29.10
2000,5-9 years,Male,19.30
2000,5-9 years,Female,14.70
2000,5-9 years,Both,17.00
2000,10-14 years,Male,25.00
2000,10-14 years,Female,15.60
2000,10-14 years,Both,20.40
2000,15-19 years,Male,54.30
2000,15-19 years,Female,26.20
2000,15-19 years,Both,40.50
2000,20-24 years,Male,92.70
2000,20-24 years,Female,31.50
2000,20-24 years,Both,62.90
2000,25-29 years,Male,118.70
2000,25-29 years,Female,41.80
2000,25-29 years,Both,80.90
2000,30-34 years,Male,201.00
2000,30-34 years,Female,70.70
2000,30-34 years,Both,136.70
2000,35-39 years,Male,383.50
2000,35-39 years,Female,150.60
2000,35-39 years,Both,266.90
2000,40-44 years,Male,727.10
2000,40-44 years,Female,275.80
2000,40-44 years,Both,497.40
2000,45-49 years,Male,1098.60
2000,45-49 years,Female,427.40
2000,45-49 years,Both,752.80
2000,50-54 years,Male,1563.90
2000,50-54 years,Female,590.90
2000,50-54 years,Both,1054.10
2000,55-59 years,Male,2119.80
2000,55-59 years,Female,835.50
2000,55-59 years,Both,1424.20
2000,60-64 years,Male,3035.20
2000,60-64 years,Female,1225.60
2000,60-64 years,Both,2001.00
2000,65-69 years,Male,4160.90
2000,65-69 years,Female,1931.10
2000,65-69 years,Both,2853.90
2000,70-74 years,Male,6041.60
2000,70-74 years,Female,3214.80
2000,70-74 years,Both,4301.30
2000,75-79 years,Male,8669.40
2000,75-79 years,Female,5585.30
2000,75-79 years,Both,6664.60
2000,80+ years,Male,16153.50
2000,80+ years,Female,13661.40
2000,80+ years,Both,14420.70
2000,All ages,Male,1453.40
2000,All ages,Female,1215.20
2000,All ages,Both,1328.60
2010,0-6 days,Male,15316.90
2010,0-6 days,Female,12662.90
2010,0-6 days,Both,14028.30
2010,7-27 days,Male,1753.20
2010,7-27 days,Female,1530.10
2010,7-27 days,Both,1644.90
2010,28-364 days,Male,162.50
2010,28-364 days,Female,131.60
2010,28-364 days,Both,147.50
2010,1-4 years,Male,19.00
2010,1-4 years,Female,15.50
2010,1-4 years,Both,17.30
2010,5-9 years,Male,12.00
2010,5-9 years,Female,9.10
2010,5-9 years,Both,10.60
2010,10-14 years,Male,19.10
2010,10-14 years,Female,12.70
2010,10-14 years,Both,16.00
2010,15-19 years,Male,49.60
2010,15-19 years,Female,21.00
2010,15-19 years,Both,35.60
2010,20-24 years,Male,68.20
2010,20-24 years,Female,22.80
2010,20-24 years,Both,46.00
2010,25-29 years,Male,87.60
2010,25-29 years,Female,29.80
2010,25-29 years,Both,59.20
2010,30-34 years,Male,124.80
2010,30-34 years,Female,48.60
2010,30-34 years,Both,87.50
2010,35-39 years,Male,218.90
2010,35-39 years,Female,92.30
2010,35-39 years,Both,156.60
2010,40-44 years,Male,460.60
2010,40-44 years,Female,189.10
2010,40-44 years,Both,325.80
2010,45-49 years,Male,863.90
2010,45-49 years,Female,352.90
2010,45-49 years,Both,604.00
2010,50-54 years,Male,1357.30
2010,50-54 years,Female,538.00
2010,50-54 years,Both,927.80
2010,55-59 years,Male,1843.90
2010,55-59 years,Female,732.60
2010,55-59 years,Both,1246.00
2010,60-64 years,Male,2511.80
2010,60-64 years,Female,1023.60
2010,60-64 years,Both,1685.70
2010,65-69 years,Male,3546.70
2010,65-69 years,Female,1581.40
2010,65-69 years,Both,2401.90
2010,70-74 years,Male,4961.20
2010,70-74 years,Female,2556.90
2010,70-74 years,Both,3464.60
2010,75-79 years,Male,7544.50
2010,75-79 years,Female,4570.40
2010,75-79 years,Both,5617.20
2010,80+ years,Male,14682.00
2010,80+ years,Female,11886.40
2010,80+ years,Both,12719.80
2010,All ages,Male,1390.80
2010,All ages,Female,1254.30
2010,All ages,Both,1319.20
1970,0-6 days,Male,159254.20
1970,0-6 days,Female,115217.30
1970,0-6 days,Both,137736.50
1970,7-27 days,Male,44100.60
1970,7-27 days,Female,29949.00
1970,7-27 days,Both,37164.10
1970,28-364 days,Male,7626.00
1970,28-364 days,Female,5617.70
1970,28-364 days,Both,6637.20
1970,1-4 years,Male,1900.20
1970,1-4 years,Female,1588.10
1970,1-4 years,Both,1745.90
1970,5-9 years,Male,213.30
1970,5-9 years,Female,167.50
1970,5-9 years,Both,190.70
1970,10-14 years,Male,127.20
1970,10-14 years,Female,117.60
1970,10-14 years,Both,122.40
1970,15-19 years,Male,175.80
1970,15-19 years,Female,170.80
1970,15-19 years,Both,173.30
1970,20-24 years,Male,268.70
1970,20-24 years,Female,259.30
1970,20-24 years,Both,263.90
1970,25-29 years,Male,311.70
1970,25-29 years,Female,328.10
1970,25-29 years,Both,320.20
1970,30-34 years,Male,365.60
1970,30-34 years,Female,392.20
1970,30-34 years,Both,379.20
1970,35-39 years,Male,467.90
1970,35-39 years,Female,527.20
1970,35-39 years,Both,498.00
1970,40-44 years,Male,624.30
1970,40-44 years,Female,620.50
1970,40-44 years,Both,622.40
1970,45-49 years,Male,888.30
1970,45-49 years,Female,816.30
1970,45-49 years,Both,852.70
1970,50-54 years,Male,1304.70
1970,50-54 years,Female,1186.40
1970,50-54 years,Both,1245.30
1970,55-59 years,Male,1870.40
1970,55-59 years,Female,1658.60
1970,55-59 years,Both,1763.10
1970,60-64 years,Male,2846.70
1970,60-64 years,Female,2677.40
1970,60-64 years,Both,2759.10
1970,65-69 years,Male,4080.20
1970,65-69 years,Female,3993.30
1970,65-69 years,Both,4033.60
1970,70-74 years,Male,6036.40
1970,70-74 years,Female,6395.80
1970,70-74 years,Both,6231.70
1970,75-79 years,Male,8754.80
1970,75-79 years,Female,9575.10
1970,75-79 years,Both,9217.90
1970,80+ years,Male,14718.80
1970,80+ years,Female,16431.00
1970,80+ years,Both,15717.10
1970,All ages,Male,1306.50
1970,All ages,Female,1156.40
1970,All ages,Both,1231.20
1980,0-6 days,Male,134555.30
1980,0-6 days,Female,99654.40
1980,0-6 days,Both,117506.10
1980,7-27 days,Male,31025.30
1980,7-27 days,Female,20785.30
1980,7-27 days,Both,26010.70
1980,28-364 days,Male,5486.90
1980,28-364 days,Female,4160.70
1980,28-364 days,Both,4835.40
1980,1-4 years,Male,1155.60
1980,1-4 years,Female,957.10
1980,1-4 years,Both,1057.80
1980,5-9 years,Male,159.20
1980,5-9 years,Female,126.20
1980,5-9 years,Both,142.90
1980,10-14 years,Male,99.40
1980,10-14 years,Female,86.60
1980,10-14 years,Both,93.10
1980,15-19 years,Male,146.10
1980,15-19 years,Female,130.50
1980,15-19 years,Both,138.40
1980,20-24 years,Male,224.40
1980,20-24 years,Female,192.00
1980,20-24 years,Both,208.40
1980,25-29 years,Male,259.50
1980,25-29 years,Female,238.50
1980,25-29 years,Both,249.20
1980,30-34 years,Male,301.50
1980,30-34 years,Female,289.50
1980,30-34 years,Both,295.40
1980,35-39 years,Male,379.80
1980,35-39 years,Female,387.40
1980,35-39 years,Both,383.70
1980,40-44 years,Male,507.20
1980,40-44 years,Female,478.50
1980,40-44 years,Both,492.50
1980,45-49 years,Male,722.60
1980,45-49 years,Female,649.70
1980,45-49 years,Both,685.30
1980,50-54 years,Male,1067.50
1980,50-54 years,Female,957.80
1980,50-54 years,Both,1012.00
1980,55-59 years,Male,1557.10
1980,55-59 years,Female,1358.40
1980,55-59 years,Both,1457.10
1980,60-64 years,Male,2415.50
1980,60-64 years,Female,2178.00
1980,60-64 years,Both,2292.90
1980,65-69 years,Male,3533.90
1980,65-69 years,Female,3293.00
1980,65-69 years,Both,3407.10
1980,70-74 years,Male,5293.50
1980,70-74 years,Female,5328.90
1980,70-74 years,Both,5312.70
1980,75-79 years,Male,7797.80
1980,75-79 years,Female,8176.40
1980,75-79 years,Both,8013.10
1980,80+ years,Male,13626.20
1980,80+ years,Female,14935.60
1980,80+ years,Both,14407.60
1980,All ages,Male,931.40
1980,All ages,Female,839.40
1980,All ages,Both,885.30
1990,0-6 days,Male,116173.40
1990,0-6 days,Female,86443.50
1990,0-6 days,Both,101652.20
1990,7-27 days,Male,21380.30
1990,7-27 days,Female,15092.20
1990,7-27 days,Both,18302.90
1990,28-364 days,Male,3882.80
1990,28-364 days,Female,2934.30
1990,28-364 days,Both,3417.60
1990,1-4 years,Male,685.90
1990,1-4 years,Female,570.00
1990,1-4 years,Both,629.00
1990,5-9 years,Male,119.50
1990,5-9 years,Female,95.40
1990,5-9 years,Both,107.60
1990,10-14 years,Male,80.00
1990,10-14 years,Female,68.60
1990,10-14 years,Both,74.40
1990,15-19 years,Male,132.30
1990,15-19 years,Female,109.10
1990,15-19 years,Both,120.80
1990,20-24 years,Male,205.80
1990,20-24 years,Female,155.70
1990,20-24 years,Both,181.00
1990,25-29 years,Male,237.30
1990,25-29 years,Female,191.10
1990,25-29 years,Both,214.50
1990,30-34 years,Male,276.10
1990,30-34 years,Female,235.50
1990,30-34 years,Both,256.00
1990,35-39 years,Male,354.00
1990,35-39 years,Female,323.00
1990,35-39 years,Both,338.60
1990,40-44 years,Male,473.40
1990,40-44 years,Female,410.00
1990,40-44 years,Both,440.90
1990,45-49 years,Male,675.70
1990,45-49 years,Female,566.90
1990,45-49 years,Both,619.20
1990,50-54 years,Male,1001.30
1990,50-54 years,Female,843.10
1990,50-54 years,Both,919.40
1990,55-59 years,Male,1469.50
1990,55-59 years,Female,1206.30
1990,55-59 years,Both,1332.80
1990,60-64 years,Male,2288.90
1990,60-64 years,Female,1926.70
1990,60-64 years,Both,2101.10
1990,65-69 years,Male,3373.40
1990,65-69 years,Female,2937.80
1990,65-69 years,Both,3146.00
1990,70-74 years,Male,5079.30
