Year,Age Group,Sex,"Death Rate Per 100,000"
2000,65-69 years,Female,1475.60
2000,65-69 years,Both,2116.50
2000,70-74 years,Male,4630.40
2000,70-74 years,Female,2411.60
2000,70-74 years,Both,3389.20
2000,75-79 years,Male,6883.70
2000,75-79 years,Female,3857.70
2000,75-79 years,Both,5190.70
2000,80+ years,Male,12725.40
2000,80+ years,Female,8885.50
2000,80+ years,Both,10359.00
2000,All ages,Male,591.40
2000,All ages,Female,399.20
2000,All ages,Both,492.20
2010,0-6 days,Male,54347.80
2010,0-6 days,Female,45228.30
2010,0-6 days,Both,49857.50
2010,7-27 days,Male,4920.80
2010,7-27 days,Female,3448.30
2010,7-27 days,Both,4187.50
2010,28-364 days,Male,901.70
2010,28-364 days,Female,776.60
2010,28-364 days,Both,840.00
2010,1-4 years,Male,153.70
2010,1-4 years,Female,119.90
2010,1-4 years,Both,137.00
2010,5-9 years,Male,48.10
2010,5-9 years,Female,40.10
2010,5-9 years,Both,44.10
2010,10-14 years,Male,42.50
2010,10-14 years,Female,26.30
2010,10-14 years,Both,34.40
2010,15-19 years,Male,109.20
2010,15-19 years,Female,47.00
2010,15-19 years,Both,78.30
2010,20-24 years,Male,178.10
2010,20-24 years,Female,57.60
2010,20-24 years,Both,119.90
2010,25-29 years,Male,202.60
2010,25-29 years,Female,64.70
2010,25-29 years,Both,137.40
2010,30-34 years,Male,229.60
2010,30-34 years,Female,82.70
2010,30-34 years,Both,158.90
2010,35-39 years,Male,313.00
2010,35-39 years,Female,118.00
2010,35-39 years,Both,220.90
2010,40-44 years,Male,398.20
2010,40-44 years,Female,165.50
2010,40-44 years,Both,279.90
2010,45-49 years,Male,546.60
2010,45-49 years,Female,238.20
2010,45-49 years,Both,386.70
2010,50-54 years,Male,791.60
2010,50-54 years,Female,356.30
2010,50-54 years,Both,550.20
2010,55-59 years,Male,1154.10
2010,55-59 years,Female,514.40
2010,55-59 years,Both,777.30
2010,60-64 years,Male,1803.30
2010,60-64 years,Female,840.70
2010,60-64 years,Both,1254.50
2010,65-69 years,Male,2691.30
2010,65-69 years,Female,1298.80
2010,65-69 years,Both,1814.10
2010,70-74 years,Male,4152.90
2010,70-74 years,Female,2128.70
2010,70-74 years,Both,2929.90
2010,75-79 years,Male,6249.80
2010,75-79 years,Female,3447.70
2010,75-79 years,Both,4620.20
2010,80+ years,Male,11081.10
2010,80+ years,Female,7839.90
2010,80+ years,Both,9029.00
2010,All ages,Male,538.20
2010,All ages,Female,387.40
2010,All ages,Both,462.10
1970,0-6 days,Male,127028.60
1970,0-6 days,Female,94612.70
1970,0-6 days,Both,111194.20
1970,7-27 days,Male,16854.00
1970,7-27 days,Female,12770.60
1970,7-27 days,Both,14855.20
1970,28-364 days,Male,3979.40
1970,28-364 days,Female,3207.70
1970,28-364 days,Both,3601.20
1970,1-4 years,Male,445.50
1970,1-4 years,Female,391.50
1970,1-4 years,Both,419.00
1970,5-9 years,Male,109.70
1970,5-9 years,Female,84.50
1970,5-9 years,Both,97.30
1970,10-14 years,Male,70.60
1970,10-14 years,Female,59.70
1970,10-14 years,Both,65.20
1970,15-19 years,Male,122.00
1970,15-19 years,Female,81.20
1970,15-19 years,Both,101.90
1970,20-24 years,Male,184.00
1970,20-24 years,Female,111.70
1970,20-24 years,Both,148.40
1970,25-29 years,Male,211.00
1970,25-29 years,Female,128.20
1970,25-29 years,Both,169.60
1970,30-34 years,Male,241.80
1970,30-34 years,Female,177.40
1970,30-34 years,Both,209.70
1970,35-39 years,Male,302.20
1970,35-39 years,Female,241.80
1970,35-39 years,Both,271.90
1970,40-44 years,Male,364.00
1970,40-44 years,Female,309.10
1970,40-44 years,Both,337.10
1970,45-49 years,Male,531.60
1970,45-49 years,Female,407.10
1970,45-49 years,Both,471.00
1970,50-54 years,Male,588.10
1970,50-54 years,Female,600.40
1970,50-54 years,Both,593.90
1970,55-59 years,Male,911.40
1970,55-59 years,Female,834.70
1970,55-59 years,Both,875.20
1970,60-64 years,Male,1400.80
1970,60-64 years,Female,1308.90
1970,60-64 years,Both,1357.10
1970,65-69 years,Male,2063.50
1970,65-69 years,Female,1850.20
1970,65-69 years,Both,1959.20
1970,70-74 years,Male,3142.60
1970,70-74 years,Female,2816.70
1970,70-74 years,Both,2977.10
1970,75-79 years,Male,4810.00
1970,75-79 years,Female,3948.20
1970,75-79 years,Both,4357.90
1970,80+ years,Male,10408.00
1970,80+ years,Female,8417.30
1970,80+ years,Both,9304.60
1970,All ages,Male,672.10
1970,All ages,Female,564.80
1970,All ages,Both,619.30
1980,0-6 days,Male,76231.90
1980,0-6 days,Female,56026.40
1980,0-6 days,Both,66369.30
1980,7-27 days,Male,5965.30
1980,7-27 days,Female,4884.80
1980,7-27 days,Both,5437.00
1980,28-364 days,Male,1247.60
1980,28-364 days,Female,1062.50
1980,28-364 days,Both,1157.10
1980,1-4 years,Male,134.50
1980,1-4 years,Female,116.30
1980,1-4 years,Both,125.60
1980,5-9 years,Male,46.30
1980,5-9 years,Female,32.90
1980,5-9 years,Both,39.80
1980,10-14 years,Male,53.40
1980,10-14 years,Female,30.80
1980,10-14 years,Both,42.40
1980,15-19 years,Male,92.40
1980,15-19 years,Female,43.30
1980,15-19 years,Both,68.60
1980,20-24 years,Male,144.00
1980,20-24 years,Female,58.20
1980,20-24 years,Both,102.50
1980,25-29 years,Male,166.10
1980,25-29 years,Female,73.40
1980,25-29 years,Both,121.10
1980,30-34 years,Male,181.20
1980,30-34 years,Female,87.10
1980,30-34 years,Both,135.00
1980,35-39 years,Male,241.70
1980,35-39 years,Female,129.30
1980,35-39 years,Both,185.30
1980,40-44 years,Male,341.50
1980,40-44 years,Female,202.40
1980,40-44 years,Both,271.80
1980,45-49 years,Male,420.90
1980,45-49 years,Female,265.30
1980,45-49 years,Both,342.40
1980,50-54 years,Male,638.20
1980,50-54 years,Female,429.80
1980,50-54 years,Both,535.30
1980,55-59 years,Male,894.10
1980,55-59 years,Female,582.50
1980,55-59 years,Both,740.40
1980,60-64 years,Male,1108.20
1980,60-64 years,Female,887.00
1980,60-64 years,Both,1001.70
1980,65-69 years,Male,2001.80
1980,65-69 years,Female,1591.00
1980,65-69 years,Both,1802.00
1980,70-74 years,Male,3201.00
1980,70-74 years,Female,2354.40
1980,70-74 years,Both,2780.80
1980,75-79 years,Male,4614.50
1980,75-79 years,Female,3551.60
1980,75-79 years,Both,4067.50
1980,80+ years,Male,9777.20
1980,80+ years,Female,8414.30
1980,80+ years,Both,9035.60
1980,All ages,Male,464.90
1980,All ages,Female,356.60
1980,All ages,Both,411.80
1990,0-6 days,Male,48975.30
1990,0-6 days,Female,37182.80
1990,0-6 days,Both,43217.20
1990,7-27 days,Male,3909.20
1990,7-27 days,Female,3121.10
1990,7-27 days,Both,3524.20
1990,28-364 days,Male,681.90
1990,28-364 days,Female,580.20
1990,28-364 days,Both,632.20
1990,1-4 years,Male,83.30
1990,1-4 years,Female,69.20
1990,1-4 years,Both,76.40
1990,5-9 years,Male,27.70
1990,5-9 years,Female,22.10
1990,5-9 years,Both,25.00
1990,10-14 years,Male,35.00
1990,10-14 years,Female,23.40
1990,10-14 years,Both,29.30
1990,15-19 years,Male,73.70
1990,15-19 years,Female,35.60
1990,15-19 years,Both,55.00
1990,20-24 years,Male,104.50
1990,20-24 years,Female,40.20
1990,20-24 years,Both,73.10
1990,25-29 years,Male,122.90
1990,25-29 years,Female,46.50
1990,25-29 years,Both,85.80
1990,30-34 years,Male,148.30
1990,30-34 years,Female,73.70
1990,30-34 years,Both,112.10
1990,35-39 years,Male,200.80
1990,35-39 years,Female,109.90
1990,35-39 years,Both,156.40
1990,40-44 years,Male,266.90
1990,40-44 years,Female,151.90
1990,40-44 years,Both,210.10
1990,45-49 years,Male,380.30
1990,45-49 years,Female,241.60
1990,45-49 years,Both,310.40
1990,50-54 years,Male,602.20
1990,50-54 years,Female,365.00
1990,50-54 years,Both,482.70
1990,55-59 years,Male,869.30
1990,55-59 years,Female,566.10
1990,55-59 years,Both,715.00
1990,60-64 years,Male,1326.40
1990,60-64 years,Female,915.60
1990,60-64 years,Both,1120.20
1990,65-69 years,Male,2067.20
1990,65-69 years,Female,1404.90
1990,65-69 years,Both,1731.30
1990,70-74 years,Male,2746.50
1990,70-74 years,Female,1966.10
1990,70-74 years,Both,2354.20
1990,75-79 years,Male,4922.10
1990,75-79 years,Female,3780.30
1990,75-79 years,Both,4332.60
1990,80+ years,Male,12448.60
1990,80+ years,Female,11085.10
1990,80+ years,Both,11698.60
1990,All ages,Male,433.50
1990,All ages,Female,346.00
1990,All ages,Both,390.50
2000,0-6 days,Male,29037.90
2000,0-6 days,Female,22752.70
2000,0-6 days,Both,25970.60
2000,7-27 days,Male,2975.20
2000,7-27 days,Female,2369.40
2000,7-27 days,Both,2679.50
2000,28-364 days,Male,513.50
2000,28-364 days,Female,431.40
2000,28-364 days,Both,473.40
2000,1-4 years,Male,57.80
2000,1-4 years,Female,47.30
2000,1-4 years,Both,52.70
2000,5-9 years,Male,22.40
2000,5-9 years,Female,15.50
2000,5-9 years,Both,19.00
2000,10-14 years,Male,29.20
2000,10-14 years,Female,20.10
2000,10-14 years,Both,24.70
2000,15-19 years,Male,83.90
2000,15-19 years,Female,37.00
2000,15-19 years,Both,61.10
2000,20-24 years,Male,127.00
2000,20-24 years,Female,41.40
2000,20-24 years,Both,85.20
2000,25-29 years,Male,140.50
2000,25-29 years,Female,51.00
2000,25-29 years,Both,96.70
2000,30-34 years,Male,153.40
2000,30-34 years,Female,63.00
2000,30-34 years,Both,109.10
2000,35-39 years,Male,188.60
2000,35-39 years,Female,87.40
2000,35-39 years,Both,139.10
2000,40-44 years,Male,271.70
2000,40-44 years,Female,137.90
2000,40-44 years,Both,206.40
2000,45-49 years,Male,369.00
2000,45-49 years,Female,207.50
2000,45-49 years,Both,289.70
2000,50-54 years,Male,523.50
2000,50-54 years,Female,333.40
2000,50-54 years,Both,429.00
2000,55-59 years,Male,837.70
2000,55-59 years,Female,520.10
2000,55-59 years,Both,676.40
2000,60-64 years,Male,1275.40
2000,60-64 years,Female,829.30
2000,60-64 years,Both,1047.80
2000,65-69 years,Male,2068.70
2000,65-69 years,Female,1355.40
2000,65-69 years,Both,1698.00
2000,70-74 years,Male,3315.30
2000,70-74 years,Female,2230.70
2000,70-74 years,Both,2751.50
2000,75-79 years,Male,5034.00
2000,75-79 years,Female,3727.40
2000,75-79 years,Both,4338.30
2000,80+ years,Male,10319.10
2000,80+ years,Female,9025.60
2000,80+ years,Both,9608.10
2000,All ages,Male,438.60
2000,All ages,Female,340.60
2000,All ages,Both,390.40
2010,0-6 days,Male,20310.70
2010,0-6 days,Female,16547.70
2010,0-6 days,Both,18461.70
2010,7-27 days,Male,2353.80
2010,7-27 days,Female,1960.50
2010,7-27 days,Both,2161.80
2010,28-364 days,Male,447.90
2010,28-364 days,Female,371.70
2010,28-364 days,Both,410.70
2010,1-4 years,Male,46.10
2010,1-4 years,Female,38.40
2010,1-4 years,Both,42.40
2010,5-9 years,Male,19.70
2010,5-9 years,Female,16.40
2010,5-9 years,Both,18.10
2010,10-14 years,Male,24.90
2010,10-14 years,Female,18.10
2010,10-14 years,Both,21.60
2010,15-19 years,Male,74.40
2010,15-19 years,Female,31.50
2010,15-19 years,Both,53.50
2010,20-24 years,Male,108.10
2010,20-24 years,Female,40.20
2010,20-24 years,Both,75.10
2010,25-29 years,Male,130.90
2010,25-29 years,Female,41.90
2010,25-29 years,Both,87.60
2010,30-34 years,Male,147.50
2010,30-34 years,Female,57.90
2010,30-34 years,Both,103.60
2010,35-39 years,Male,168.30
2010,35-39 years,Female,77.20
2010,35-39 years,Both,123.50
2010,40-44 years,Male,214.60
2010,40-44 years,Female,108.90
2010,40-44 years,Both,162.60
2010,45-49 years,Male,327.30
2010,45-49 years,Female,178.80
2010,45-49 years,Both,254.30
2010,50-54 years,Male,475.90
2010,50-54 years,Female,279.60
2010,50-54 years,Both,379.40
2010,55-59 years,Male,674.70
2010,55-59 years,Female,422.50
2010,55-59 years,Both,549.60
2010,60-64 years,Male,1051.50
2010,60-64 years,Female,687.10
2010,60-64 years,Both,867.80
2010,65-69 years,Male,1709.70
2010,65-69 years,Female,1131.90
2010,65-69 years,Both,1410.10
2010,70-74 years,Male,2597.40
2010,70-74 years,Female,1709.10
2010,70-74 years,Both,2129.30
2010,75-79 years,Male,4432.00
2010,75-79 years,Female,3006.60
2010,75-79 years,Both,3656.80
2010,80+ years,Male,11660.60
2010,80+ years,Female,9479.40
2010,80+ years,Both,10428.10
2010,All ages,Male,466.30
2010,All ages,Female,368.20
2010,All ages,Both,418.00
1970,0-6 days,Male,97852.70
1970,0-6 days,Female,68538.70
1970,0-6 days,Both,83566.00
1970,7-27 days,Male,9965.20
1970,7-27 days,Female,7635.00
1970,7-27 days,Both,8829.00
1970,28-364 days,Male,1748.60
1970,28-364 days,Female,1431.70
1970,28-364 days,Both,1593.90
1970,1-4 years,Male,212.60
1970,1-4 years,Female,178.40
1970,1-4 years,Both,195.90
1970,5-9 years,Male,52.40
1970,5-9 years,Female,38.20
1970,5-9 years,Both,45.40
1970,10-14 years,Male,54.40
1970,10-14 years,Female,41.00
1970,10-14 years,Both,47.80
1970,15-19 years,Male,113.70
1970,15-19 years,Female,80.60
1970,15-19 years,Both,97.30
1970,20-24 years,Male,151.30
1970,20-24 years,Female,111.80
1970,20-24 years,Both,131.90
1970,25-29 years,Male,160.20
1970,25-29 years,Female,124.00
1970,25-29 years,Both,142.40
1970,30-34 years,Male,163.70
1970,30-34 years,Female,128.70
1970,30-34 years,Both,146.40
1970,35-39 years,Male,198.50
1970,35-39 years,Female,168.60
1970,35-39 years,Both,183.60
1970,40-44 years,Male,279.70
1970,40-44 years,Female,245.40
1970,40-44 years,Both,262.60
1970,45-49 years,Male,413.40
1970,45-49 years,Female,326.60
1970,45-49 years,Both,369.80
1970,50-54 years,Male,666.90
1970,50-54 years,Female,529.50
1970,50-54 years,Both,598.30
1970,55-59 years,Male,973.80
1970,55-59 years,Female,709.40
1970,55-59 years,Both,841.10
1970,60-64 years,Male,1608.60
1970,60-64 years,Female,1065.50
1970,60-64 years,Both,1342.60
1970,65-69 years,Male,2616.70
1970,65-69 years,Female,1787.80
1970,65-69 years,Both,2228.70
1970,70-74 years,Male,3444.50
1970,70-74 years,Female,2269.60
1970,70-74 years,Both,2903.00
1970,75-79 years,Male,6530.20
1970,75-79 years,Female,5058.60
1970,75-79 years,Both,5830.10
1970,80+ years,Male,14737.10
1970,80+ years,Female,13892.00
1970,80+ years,Both,14314.10
1970,All ages,Male,646.20
1970,All ages,Female,491.30
1970,All ages,Both,570.10
1980,0-6 days,Male,55584.40
1980,0-6 days,Female,39695.80
1980,0-6 days,Both,47854.40
1980,7-27 days,Male,4460.90
1980,7-27 days,Female,3437.80
1980,7-27 days,Both,3962.70
1980,28-364 days,Male,632.60
1980,28-364 days,Female,535.60
1980,28-364 days,Both,585.30
1980,1-4 years,Male,95.30
1980,1-4 years,Female,78.30
1980,1-4 years,Both,87.00
1980,5-9 years,Male,47.90
1980,5-9 years,Female,31.40
1980,5-9 years,Both,39.80
1980,10-14 years,Male,49.80
1980,10-14 years,Female,41.00
1980,10-14 years,Both,45.50
1980,15-19 years,Male,100.60
1980,15-19 years,Female,93.40
1980,15-19 years,Both,97.10
1980,20-24 years,Male,141.80
1980,20-24 years,Female,113.80
1980,20-24 years,Both,128.00
1980,25-29 years,Male,152.90
1980,25-29 years,Female,101.00
1980,25-29 years,Both,127.20
1980,30-34 years,Male,186.50
1980,30-34 years,Female,129.60
1980,30-34 years,Both,158.50
1980,35-39 years,Male,237.90
1980,35-39 years,Female,167.90
1980,35-39 years,Both,203.40
1980,40-44 years,Male,301.50
1980,40-44 years,Female,223.20
1980,40-44 years,Both,262.80
1980,45-49 years,Male,433.30
1980,45-49 years,Female,341.50
1980,45-49 years,Both,387.60
1980,50-54 years,Male,692.50
1980,50-54 years,Female,518.80
1980,50-54 years,Both,605.30
1980,55-59 years,Male,1053.60
1980,55-59 years,Female,724.20
1980,55-59 years,Both,886.00
1980,60-64 years,Male,1647.10
1980,60-64 years,Female,1084.10
1980,60-64 years,Both,1361.20
1980,65-69 years,Male,2541.10
1980,65-69 years,Female,1654.10
1980,65-69 years,Both,2086.50
1980,70-74 years,Male,3946.80
1980,70-74 years,Female,2553.80
1980,70-74 years,Both,3242.60
1980,75-79 years,Male,5945.10
1980,75-79 years,Female,4104.80
1980,75-79 years,Both,5040.90
1980,80+ years,Male,11846.30
1980,80+ years,Female,9595.60
1980,80+ years,Both,10709.10
1980,All ages,Male,630.40
1980,All ages,Female,467.70
1980,All ages,Both,550.00
1990,0-6 days,Male,33330.90
1990,0-6 days,Female,24239.70
1990,0-6 days,Both,28910.10
1990,7-27 days,Male,3484.80
1990,7-27 days,Female,2621.00
1990,7-27 days,Both,3064.40
1990,28-364 days,Male,462.70
1990,28-364 days,Female,391.80
1990,28-364 days,Both,428.20
1990,1-4 years,Male,67.90
1990,1-4 years,Female,54.90
1990,1-4 years,Both,61.60
1990,5-9 years,Male,42.20
1990,5-9 years,Female,28.70
1990,5-9 years,Both,35.60
1990,10-14 years,Male,54.60
1990,10-14 years,Female,35.40
1990,10-14 years,Both,45.20
1990,15-19 years,Male,116.60
1990,15-19 years,Female,81.90
1990,15-19 years,Both,99.60
1990,20-24 years,Male,157.10
1990,20-24 years,Female,91.10
1990,20-24 years,Both,124.70
1990,25-29 years,Male,168.00
1990,25-29 years,Female,93.90
1990,25-29 years,Both,131.50
1990,30-34 years,Male,205.30
1990,30-34 years,Female,119.90
1990,30-34 years,Both,163.00
1990,35-39 years,Male,243.00
1990,35-39 years,Female,153.80
1990,35-39 years,Both,198.70
1990,40-44 years,Male,322.40
1990,40-44 years,Female,230.90
1990,40-44 years,Both,277.30
1990,45-49 years,Male,472.90
1990,45-49 years,Female,334.00
1990,45-49 years,Both,404.20
1990,50-54 years,Male,682.90
1990,50-54 years,Female,500.60
1990,50-54 years,Both,592.00
1990,55-59 years,Male,1034.60
1990,55-59 years,Female,771.00
1990,55-59 years,Both,901.70
1990,60-64 years,Male,1603.10
1990,60-64 years,Female,1183.20
1990,60-64 years,Both,1388.10
1990,65-69 years,Male,2497.10
1990,65-69 years,Female,1846.60
1990,65-69 years,Both,2158.70
1990,70-74 years,Male,3610.60
1990,70-74 years,Female,2654.20
1990,70-74 years,Both,3109.20
1990,75-79 years,Male,5690.00
1990,75-79 years,Female,4338.90
1990,75-79 years,Both,4965.80
1990,80+ years,Male,12520.80
1990,80+ years,Female,10413.10
1990,80+ years,Both,11391.60
1990,All ages,Male,732.60
1990,All ages,Female,610.10
1990,All ages,Both,671.80
2000,0-6 days,Male,17626.90
2000,0-6 days,Female,13501.60
2000,0-6 days,Both,15621.40
2000,7-27 days,Male,2314.20
2000,7-27 days,Female,1849.10
2000,7-27 days,Both,2087.90
2000,28-364 days,Male,315.40
2000,28-364 days,Female,262.30
2000,28-364 days,Both,289.60
2000,1-4 years,Male,42.60
2000,1-4 years,Female,35.80
2000,1-4 years,Both,39.30
2000,5-9 years,Male,33.00
2000,5-9 years,Female,22.30
2000,5-9 years,Both,27.80
2000,10-14 years,Male,36.70
2000,10-14 years,Female,24.00
2000,10-14 years,Both,30.50
2000,15-19 years,Male,69.10
2000,15-19 years,Female,46.00
2000,15-19 years,Both,57.80
2000,20-24 years,Male,125.00
2000,20-24 years,Female,65.70
2000,20-24 years,Both,95.90
2000,25-29 years,Male,155.90
2000,25-29 years,Female,83.00
2000,25-29 years,Both,120.10
2000,30-34 years,Male,164.60
2000,30-34 years,Female,93.80
2000,30-34 years,Both,129.70
2000,35-39 years,Male,197.30
2000,35-39 years,Female,124.10
2000,35-39 years,Both,161.00
2000,40-44 years,Male,270.20
2000,40-44 years,Female,187.90
2000,40-44 years,Both,229.30
2000,45-49 years,Male,482.10
2000,45-49 years,Female,325.00
2000,45-49 years,Both,403.60
2000,50-54 years,Male,681.50
2000,50-54 years,Female,470.20
2000,50-54 years,Both,576.50
2000,55-59 years,Male,1013.30
2000,55-59 years,Female,665.50
2000,55-59 years,Both,839.20
2000,60-64 years,Male,1427.40
2000,60-64 years,Female,1042.50
2000,60-64 years,Both,1232.20
2000,65-69 years,Male,2236.60
2000,65-69 years,Female,1636.00
2000,65-69 years,Both,1926.80
2000,70-74 years,Male,3414.90
2000,70-74 years,Female,2537.20
2000,70-74 years,Both,2950.10
2000,75-79 years,Male,5492.10
2000,75-79 years,Female,4317.10
2000,75-79 years,Both,4852.10
2000,80+ years,Male,13991.70
2000,80+ years,Female,12612.30
2000,80+ years,Both,13208.40
2000,All ages,Male,776.20
2000,All ages,Female,712.50
2000,All ages,Both,744.50
2010,0-6 days,Male,13384.00
2010,0-6 days,Female,10513.10
2010,0-6 days,Both,11988.20
2010,7-27 days,Male,1869.10
2010,7-27 days,Female,1501.70
2010,7-27 days,Both,1690.70
2010,28-364 days,Male,226.20
2010,28-364 days,Female,189.30
2010,28-364 days,Both,208.20
2010,1-4 years,Male,32.30
2010,1-4 years,Female,27.40
2010,1-4 years,Both,30.00
2010,5-9 years,Male,22.40
2010,5-9 years,Female,14.00
2010,5-9 years,Both,18.30
2010,10-14 years,Male,27.40
2010,10-14 years,Female,15.30
2010,10-14 years,Both,21.50
2010,15-19 years,Male,53.70
2010,15-19 years,Female,28.40
2010,15-19 years,Both,41.40
2010,20-24 years,Male,73.30
2010,20-24 years,Female,37.40
2010,20-24 years,Both,55.80
2010,25-29 years,Male,80.10
2010,25-29 years,Female,40.40
2010,25-29 years,Both,60.80
2010,30-34 years,Male,109.40
2010,30-34 years,Female,57.80
2010,30-34 years,Both,84.20
2010,35-39 years,Male,147.50
2010,35-39 years,Female,82.90
